time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,6.457535531506281e-08,-9.288781725049912e-08,10.00324637614133,6.282966931512217,6.283082646553236,0.0,7.20273473991035e-06,-1.309766732847631e-05,0.10820766361065515,-0.012149271438064529,-0.005373964364895933,0.0,439.8874960743756,439.4423752326432,439.8311001256156,438.82399664769713
0.12000000000000001,2.7832756195871915e-06,-6.040053026401087e-06,10.009583881705659,6.283084303127989,0.00010208475494266622,0.0,8.494553894676037e-05,-0.00020365497674244772,0.10304305941026767,0.021006854625099103,0.016864646383938114,0.0,400.75661498192096,402.77253678863906,401.0680890012948,404.06771928084447
0.18,1.2137907964717505e-06,-1.5265981869244984e-05,10.021390257696305,0.0008747503421808744,0.0010094855025331029,0.0,-0.0002478628601228869,2.72667083163106e-05,0.29047305214025093,0.0045053114126786965,0.01139123462079459,0.0,464.42945531943917,463.9999235975069,464.10465218056976,462.80780514384026
0.23999999999999996,-3.4914675267355485e-05,3.962670668863883e-06,10.039831475945165,0.0014733811130343,0.0017532129544788333,0.0,-0.0010222684266236134,0.0006553822320824189,0.32422480956138733,0.019136923413388247,0.014331801820160207,0.0,415.46683689213705,415.7244246426664,414.6580233939212,415.94108047983315
0.3,-0.00013892297203086146,8.075990870071207e-05,10.063909899049696,0.0023654675701880734,0.0026763674994070286,0.0,-0.0025427507877373513,0.0020186260585881837,0.4783363881916345,0.00456010746892315,0.017414826200048396,0.0,454.0718119113743,454.3189272231883,454.1465901017946,452.9759800210555
0.36000000000000004,-0.00035370944897266694,0.00025394635984876365,10.096482307361146,0.002695552358824571,0.004089073169241786,0.0,-0.004749576701418401,0.0037862628433973666,0.6073497918411096,0.007320602739495211,0.03361687596023056,0.0,444.00299546894377,445.3301105547323,447.7593561430068,447.98374644245376
0.4200000000000001,-0.0007263720849043093,0.0005356372138661975,10.134926426916845,0.0029701725824633485,0.006021970256922415,0.0,-0.007864230478386934,0.005638615042936877,0.674082419058352,-0.0015690434834600038,0.029252979452558878,0.0,426.8804562780693,426.50839750805983,426.9107678172499,426.151607868087
0.48000000000000015,-0.0013358873504274544,0.0009380496783213449,10.17936552463876,0.0030396776048444707,0.007287969526802662,0.0,-0.012624318534359821,0.0077740847369118,0.8071347095143371,0.006120946743312647,-0.004957396976262912,0.0,449.12396843522714,446.34108708570835,447.4659183039001,448.09139101318306
0.5400000000000001,-0.0022616463767699438,0.0014764577693377155,10.233296359468405,0.0030316149010145566,0.007539739733720907,0.0,-0.01823574560358357,0.010198112633480862,0.9904186044610992,-0.017164292615673257,0.01808108232888231,0.0,463.76503812428376,465.5708233073791,462.76595979995113,460.92967530946527
0.6000000000000002,-0.003543686183882615,0.0021572272645879564,10.299346972823901,0.0017517793068249077,0.008320816289141497,0.0,-0.024612331793990187,0.012357196820985102,1.2110604340216684,-0.03133588281048127,0.00023895012030163403,0.0,475.30284564264565,473.9335287142537,475.2020215579561,474.1145868701888
0.6600000000000003,-0.00520442788997454,0.002929596915004531,10.376461389964708,6.282796562121608,0.008289751627050812,0.0,-0.030743523146340025,0.01317083314046864,1.3592557357584798,-0.04619117445729509,-0.0020759254760626573,0.0,453.2775495224623,453.091512520741,454.21440045420474,453.02102260729106
0.7200000000000003,-0.007220167422008954,0.003702534537315968,10.46093786203775,6.280898937111683,0.008891149075647142,0.0,-0.03647827383142259,0.012366481849115273,1.4565070241298133,-0.012156734296641665,0.027119181817251665,0.0,436.2300916152103,438.6609354395768,436.88764634172816,439.71531130720007
0.7800000000000004,-0.009570754376141867,0.004401882478308952,10.548286835957054,6.27976348280156,0.010318699806987297,0.0,-0.04200841876667056,0.01086885667602781,1.455125650507527,-0.03804071596657706,0.016134551420857977,0.0,406.3501536139491,405.3644594351717,406.5802701535627,404.25469457470996
0.8400000000000004,-0.01238019513526034,0.00494831856076871,10.645465210206494,6.277597424586302,0.010995314481053953,0.0,-0.051749861199650346,0.0070456893661807836,1.7836982249912194,-0.03247998059255683,-0.0008394385766847317,0.0,508.49161850317853,507.2741975984409,504.43273891748663,504.83367834124266
0.9000000000000005,-0.015687459266175194,0.005261687022210945,10.75324158251266,6.275844221045926,0.010644040258015686,0.0,-0.058476035508302014,0.0032325056471785175,1.8088070649253036,-0.023389858493219104,-0.018477752969859863,0.0,416.73428757869806,415.18983279727,414.99443928084804,415.79118757377523
0.9600000000000005,-0.019420561030157883,0.005292802651536139,10.865565015826597,6.274669267390685,0.009957760819388817,0.0,-0.06586660266867568,-0.0023292795335986697,1.935101914556255,-0.012887684479896019,-0.0001560514332378249,0.0,446.6131570094103,448.10501900424015,448.91839355334247,449.76973758553015
1.0200000000000005,-0.023550987665366025,0.0049980372837250394,10.981910141452465,6.273858980504226,0.01012027934772508,0.0,-0.07182150481807517,-0.007566042964084995,1.9430545658873475,-0.014768410255358591,0.007897835500956192,0.0,409.8272597236457,410.54240934271957,410.82117089110784,410.6544838073103
1.0800000000000005,-0.02808957921543841,0.004330999008368274,11.10329514363676,6.2730619968976615,0.010382853926238944,0.0,-0.07950421417984174,-0.014758986125697019,2.1028305526940336,-0.010466639160718164,-0.0038096043599668452,0.0,459.23624797296173,458.30666043974594,459.24391362048794,459.58509975431724
